,player,pos,team,season,games_played,corsi_for,corsi_ag,corsi_for%,corsi_for%_rel,corsi/60,corsi_rel/60,fen_for,fen_ag,fen_for%,fen_for%_rel,team_onice_sh%,team_onice_sv%,pdo,off_zs%,def_zs%,toi/game,faceoffs_won,faceoffs_lost,faceoff%,hits,blocks,takeaways,giveaways
3168,Wojtek Wolski,LW,TOT,2011-12,31,410,354,53.7,4.2,0.0,0.0,313,266,54.1,3.4,7.9,90.3,98.1,64.3,35.7,,5,5,50.0,34,5,10,7
3169,Wojtek Wolski,LW,TOT,2009-10,80,1536,1256,55.0,11.8,0.0,0.0,1167,935,55.5,11.2,10.7,92.2,103.0,59.3,40.7,,16,20,44.4,33,29,39,60
3170,Sam Gagner,C,EDM,2013-14,67,1151,1157,49.9,6.0,-0.3,7.1,872,872,50.0,7.2,9.1,87.7,96.8,62.7,37.3,18.4,451,512,46.8,33,34,28,47
3171,Mats Sundin*,C,TOR,2007-08,74,1695,1230,57.9,8.9,18.9,19.9,1326,931,58.8,10.1,10.8,88.9,99.7,55.1,44.9,20.0,945,768,55.2,33,34,21,54
3172,Brendan Morrison,C,WSH,2009-10,74,1255,1017,55.2,0.7,12.4,6.9,896,776,53.6,-0.2,12.1,93.1,105.2,61.3,38.7,15.5,499,471,51.4,33,31,45,32
3173,Alex Kovalev,RW,OTT,2009-10,77,1438,1067,57.4,7.5,16.1,16.2,1055,771,57.8,6.7,10.0,89.1,99.1,64.4,35.6,17.9,1,2,33.3,33,19,33,69
3174,Dany Heatley,LW,MIN,2013-14,76,985,935,51.3,1.8,2.7,3.2,733,698,51.2,2.3,8.8,90.6,99.4,63.3,36.7,14.8,7,10,41.2,33,30,21,19
3175,Matt Halischuk,RW,NSH,2012-13,36,298,403,42.5,-6.7,-14.6,-13.9,230,287,44.5,-5.6,8.3,91.2,99.6,42.2,57.8,12.0,2,4,33.3,33,21,13,12
3176,Artem Anisimov,C,CBJ,2014-15,52,760,765,49.8,2.4,-0.4,5.1,581,594,49.4,2.4,9.2,89.1,98.3,46.7,53.3,16.4,102,127,44.5,33,26,24,21
3177,Kris Beech,C,TOT,2007-08,25,255,189,57.4,8.2,0.0,0.0,202,138,59.4,10.1,10.0,93.4,103.4,63.5,36.5,,144,132,52.2,33,3,6,5
3178,J.P. Dumont,RW,NSH,2008-09,82,1534,1112,58.0,10.4,17.6,20.1,1186,877,57.5,9.1,11.4,90.3,101.7,67.4,32.6,17.5,3,3,50.0,33,13,39,66
3179,Matt Cullen,C,CAR,2007-08,59,1143,754,60.3,6.8,23.4,19.1,867,576,60.1,6.7,11.4,91.1,102.5,63.9,36.1,16.9,364,285,56.1,33,30,27,28
3180,Jason Williams,C,DET,2009-10,44,657,385,63.1,9.2,28.2,23.9,494,307,61.7,7.8,6.8,92.7,99.5,66.3,33.7,13.2,30,30,50.0,33,5,9,23
3181,Adam Cracknell,RW,STL,2013-14,19,126,133,48.6,-4.8,-2.7,-5.4,96,99,49.2,-4.0,8.6,91.3,99.9,54.8,45.2,8.2,10,17,37.0,33,8,3,0
3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,Matt Moulson,LW,NYI,2011-12,82,1729,1372,55.8,10.8,13.5,18.9,1271,1010,55.7,9.7,10.8,90.3,101.1,68.1,31.9,19.3,2,2,50.0,33,40,57,32
3184,Matthew Nieto,LW,SJS,2015-16,67,748,838,47.2,-8.3,-6.1,-11.9,561,598,48.4,-9.0,6.0,91.2,97.1,40.2,59.8,13.2,2,6,25.0,33,33,17,27
3185,Ville Peltonen,LW,FLA,2007-08,56,733,887,45.2,-5.7,-10.4,-11.5,591,686,46.3,-3.9,7.1,91.6,98.8,46.5,53.5,15.8,3,13,18.8,33,31,23,28
3186,Mikko Koivu,C,MIN,2013-14,65,1379,980,58.5,13.0,17.6,22.2,1035,744,58.2,12.2,9.5,88.8,98.3,60.9,39.1,20.9,719,592,54.8,33,32,49,27
3187,Shawn Horcoff,C,EDM,2009-10,77,1261,1533,45.1,-0.5,-11.0,-5.9,926,1163,44.3,-2.6,8.1,88.9,97.1,42.4,57.6,19.2,609,707,46.3,33,62,50,36
3188,Jonathan Huberdeau,C,FLA,2012-13,48,850,678,55.6,8.9,12.7,16.0,657,518,55.9,10.1,7.7,88.8,96.5,69.4,30.6,16.9,11,22,33.3,33,19,17,28
3189,Ryan Johnson,C,VAN,2008-09,62,299,810,27.0,-28.8,-45.6,-51.9,233,591,28.3,-26.2,8.5,89.6,98.2,19.8,80.2,10.8,265,286,48.1,33,83,18,9
3190,Travis Zajac,C,NJD,2012-13,48,930,609,60.4,5.3,20.5,16.3,701,464,60.2,4.9,7.4,90.9,98.2,58.2,41.8,19.5,506,375,57.4,33,10,29,15
3191,Marty Reasoner,C,ATL,2009-10,80,660,1147,36.5,-16.3,-29.2,-32.2,480,873,35.5,-16.6,8.1,91.0,99.1,26.2,73.8,12.5,512,494,50.9,33,49,51,12
3192,J.T. Wyman,RW,TBL,2011-12,40,262,438,37.4,-10.3,-25.0,-22.3,189,321,37.1,-12.0,10.9,91.4,102.4,27.1,72.9,10.5,22,35,38.6,33,15,8,2
3193,Dave Bolland,C,CHI,2009-10,39,626,593,51.4,-9.1,2.9,-9.4,467,428,52.2,-9.2,9.9,91.3,101.2,49.5,50.5,17.4,274,281,49.4,33,19,27,12
3194,Andrew Brunette,LW,MIN,2009-10,82,1452,964,60.1,14.1,21.0,25.0,1107,746,59.7,13.6,11.0,90.0,101.1,66.2,33.8,17.0,5,5,50.0,33,20,15,29
3195,Keith Aucoin,C,NYI,2012-13,41,523,467,52.8,0.9,6.6,4.7,387,341,53.2,0.7,8.4,91.4,99.7,50.5,49.5,12.5,167,177,48.5,33,21,21,18
3196,Matt Ellis,LW,BUF,2009-10,72,581,534,52.1,1.7,4.4,3.9,457,413,52.5,2.6,6.0,93.6,99.6,46.5,53.5,8.9,141,141,50.0,33,20,18,11
3197,Boyd Gordon,RW,WSH,2010-11,60,521,780,40.0,-14.1,-19.9,-24.8,391,536,42.2,-11.6,6.8,90.3,97.1,26.7,73.3,13.0,417,302,58.0,33,50,14,10
3198,Kyle Turris,C,PHX,2008-09,63,738,714,50.8,5.0,1.8,6.5,553,534,50.9,4.5,8.6,91.1,99.7,70.5,29.5,12.7,236,313,43.0,33,13,17,17
3199,Steven Goertzen,RW,PHX,2008-09,16,111,143,43.7,-5.9,-12.4,-11.9,86,105,45.0,-3.5,7.1,87.0,94.2,47.4,52.6,9.7,1,1,50.0,33,7,5,1
3200,Boyd Gordon,C,WSH,2008-09,63,496,940,34.5,-23.4,-31.4,-40.6,355,691,33.9,-23.5,7.5,88.8,96.3,23.7,76.3,13.5,374,293,56.1,33,43,32,14
3201,Brendan Morrison,C,TOT,2008-09,81,1050,881,54.4,2.4,0.0,0.0,835,704,54.3,2.9,7.3,93.2,100.5,59.7,40.3,,204,246,45.3,33,15,20,34
3202,Erik Condra,RW,OTT,2014-15,68,827,980,45.8,-7.6,-9.3,-16.6,600,741,44.7,-7.2,8.1,92.5,100.5,30.7,69.3,14.5,2,7,22.2,33,53,37,19
3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,David Desharnais,C,MTL,2011-12,81,1575,1270,55.4,9.2,12.3,16.6,1155,926,55.5,9.6,10.9,91.8,102.7,63.0,37.0,18.4,678,693,49.5,33,48,36,24
3205,Andrei Loktionov,C,TOT,2013-14,68,789,601,56.8,4.5,0.0,0.0,594,468,55.9,4.3,8.5,90.8,99.2,67.7,32.3,,154,215,41.7,33,15,31,11
3206,Andy Andreoff,C,LAK,2014-15,18,126,139,47.5,-4.6,-5.1,-9.6,92,109,45.8,-5.3,4.7,97.3,102.0,59.4,40.6,8.6,32,29,52.5,33,0,7,4
3207,Valtteri Filppula,C,TBL,2013-14,75,1471,1176,55.6,7.8,11.8,14.3,1116,900,55.4,6.8,11.0,91.1,102.2,57.7,42.3,20.0,693,633,52.3,33,33,53,28
3208,T.J. Oshie,C,STL,2012-13,30,534,447,54.4,3.1,9.1,7.9,391,293,57.2,5.8,8.5,87.4,95.9,51.6,48.4,19.1,5,8,38.5,33,24,18,12
3209,John Tavares,C,NYI,2012-13,48,1163,789,59.6,11.7,22.5,24.7,841,571,59.6,11.6,10.1,88.9,99.1,69.9,30.1,20.8,459,471,49.4,33,22,27,44
3210,Matt D'Agostini,RW,TOT,2009-10,47,398,441,47.4,-2.8,0.0,0.0,277,303,47.8,-2.6,3.1,91.4,94.5,49.2,50.8,,7,3,70.0,33,17,19,7
3211,Jonathan Toews,C,CHI,2011-12,59,1341,960,58.3,8.2,18.6,18.5,1018,732,58.2,8.2,10.4,88.9,99.2,65.4,34.6,20.8,675,462,59.4,32,14,82,25
3212,Quinton Howden,C,FLA,2013-14,16,158,224,41.4,-12.7,-18.0,-23.5,129,166,43.7,-9.3,7.1,92.5,99.6,44.6,55.4,13.7,2,6,25.0,32,11,9,0
3213,Scott Gomez,C,MTL,2010-11,80,1699,1323,56.2,8.6,15.2,18.0,1267,974,56.5,7.5,6.6,92.1,98.6,62.2,37.8,18.6,575,622,48.0,32,24,56,28
3214,Jochen Hecht,C,BUF,2010-11,67,1161,1013,53.4,3.6,7.8,8.0,887,755,54.0,4.3,8.5,88.7,97.1,55.3,44.7,17.1,314,415,43.1,32,26,33,26
3215,Michael Frolik,C,CHI,2012-13,45,473,534,47.0,-10.5,-6.5,-13.9,358,367,49.4,-9.0,7.9,91.0,98.9,37.2,62.8,12.5,15,25,37.5,32,23,42,6
3216,Victor Rask,C,CAR,2015-16,80,1453,1128,56.3,4.2,14.4,12.2,1112,872,56.0,4.9,9.7,90.3,100.0,66.1,33.9,17.0,479,456,51.2,32,34,42,31
3217,Brad Richards,C,CHI,2014-15,76,1261,885,58.8,6.0,19.9,13.6,912,695,56.8,4.8,9.0,91.3,100.3,72.9,27.1,14.9,399,426,48.4,32,27,22,31
3218,Matt Kassian,LW,MIN,2011-12,24,95,131,42.0,-4.8,-16.2,-12.8,76,95,44.4,-2.7,5.4,92.9,98.2,54.5,45.5,5.5,0,0,,32,5,1,2
3219,David Perron,LW,STL,2011-12,57,1097,825,57.1,4.8,15.7,13.1,858,610,58.4,5.2,12.3,93.0,105.3,56.6,43.4,18.3,2,8,20.0,32,13,29,9
3220,Steve Reinprecht,C,FLA,2009-10,82,1192,1244,48.9,4.9,-2.4,4.3,919,901,50.5,6.0,9.3,93.0,102.3,53.0,47.0,16.1,472,517,47.7,32,64,38,33
3221,Jordan Eberle,C,EDM,2010-11,69,1142,1074,51.5,7.8,3.3,10.3,815,824,49.7,6.8,9.1,88.4,97.5,55.3,44.7,17.7,11,15,42.3,32,17,56,41
3222,P.A. Parenteau,RW,MTL,2014-15,56,821,670,55.1,9.3,10.8,19.9,567,450,55.8,10.3,9.1,91.4,100.5,65.9,34.1,15.0,10,16,38.5,32,19,18,13
3223,Jim Dowd,C,PHI,2007-08,73,318,646,33.0,-18.1,-32.0,-33.2,245,479,33.8,-17.1,7.1,92.9,100.0,25.5,74.5,8.4,240,206,53.8,32,17,14,15
3224,Brian McGrattan,RW,TOT,2012-13,21,113,163,40.9,-4.9,0.0,0.0,80,117,40.6,-5.8,5.4,91.0,96.4,57.1,42.9,,0,1,0.0,32,6,3,2
3225,Calle Jarnkrok,C,NSH,2014-15,74,809,816,49.8,-2.9,-0.4,-6.2,616,592,51.0,-2.2,7.1,90.3,97.5,51.5,48.5,12.8,295,345,46.1,32,21,18,10
3226,David Van Der Gulik,RW,COL,2011-12,25,145,181,44.5,-7.9,-10.5,-13.1,103,130,44.2,-8.3,13.8,90.1,103.8,40.5,59.5,8.2,11,27,28.9,32,11,8,2
3227,Nathan Gerbe,C,BUF,2012-13,42,416,515,44.7,-0.7,-11.3,-6.4,299,362,45.2,1.3,6.1,94.1,100.2,54.1,45.9,12.5,0,1,0.0,32,8,12,17
3228,Alex Steen,LW,STL,2014-15,74,1592,1238,56.3,6.7,14.4,15.3,1204,910,57.0,5.9,11.0,90.1,101.1,51.7,48.3,20.0,222,210,51.4,32,37,39,31
3229,Nathan Horton,C,BOS,2011-12,46,923,562,62.2,12.0,29.6,29.3,662,416,61.4,11.1,11.4,88.6,99.9,65.8,34.2,15.9,2,1,66.7,32,11,12,12
3230,Henrik Sedin,C,VAN,2011-12,82,1980,1027,65.8,17.2,36.5,38.0,1461,817,64.1,16.3,10.5,92.7,103.2,84.6,15.4,19.1,652,650,50.1,32,17,31,37
3231,Patrick O'Sullivan,C,EDM,2009-10,73,1160,1278,47.6,1.7,-5.6,-0.7,883,962,47.9,1.6,8.9,88.2,97.1,54.2,45.8,17.3,71,124,36.4,32,51,29,44
3232,Reid Boucher,LW,NJD,2015-16,39,474,493,49.0,3.2,-2.0,1.5,361,369,49.5,2.7,9.6,90.5,100.1,54.0,46.0,14.3,1,2,33.3,32,14,9,9
3233,Jakub Voracek,RW,CBJ,2008-09,80,982,689,58.8,8.1,17.4,16.7,743,532,58.3,7.4,10.5,91.3,101.8,71.8,28.2,12.7,0,3,0.0,32,6,33,22
3234,Alexander Wennberg,C,CBJ,2015-16,69,1100,962,53.3,4.6,7.6,9.1,831,708,54.0,4.7,10.4,90.3,100.6,61.9,38.1,15.9,400,522,43.4,32,46,42,21
3235,Maxim Afinogenov,RW,ATL,2009-10,82,1437,1171,55.1,8.4,11.2,14.7,1051,913,53.5,7.1,11.0,89.3,100.3,59.3,40.7,17.4,1,2,33.3,32,21,65,63
3236,Derek Grant,C,OTT,2013-14,20,161,200,44.6,-10.0,-12.2,-19.1,129,150,46.2,-5.3,5.3,82.7,88.0,36.1,63.9,9.6,79,71,52.7,32,11,5,1
3237,Dean McAmmond,LW,TOT,2008-09,62,535,704,43.2,-10.4,0.0,0.0,393,524,42.9,-11.4,9.4,92.7,102.1,35.3,64.7,,242,301,44.6,32,17,36,18
3238,David Ullstrom,LW,NYI,2011-12,29,276,261,51.4,2.1,2.8,3.3,211,180,54.0,4.6,7.5,89.1,96.5,52.6,47.4,11.0,6,4,60.0,32,8,9,4
3239,Mark Parrish,RW,MIN,2007-08,66,859,797,51.9,3.4,3.8,5.4,679,598,53.2,5.7,11.6,92.0,103.7,53.3,46.7,14.7,4,6,40.0,32,43,13,17
3240,Evgeni Malkin,C,PIT,2010-11,43,1112,581,65.7,19.3,37.4,41.8,812,446,64.5,17.7,10.0,88.8,98.8,69.4,30.6,19.8,77,123,38.5,32,11,29,40
3241,Eric Boulton,LW,NYI,2013-14,23,103,170,37.7,-14.1,-27.3,-29.2,84,121,41.0,-11.0,5.9,95.1,100.9,52.8,47.2,6.4,0,0,,32,6,1,4
3242,Vladimir Tarasenko,RW,STL,2015-16,80,1655,1230,57.4,10.3,17.1,20.0,1244,932,57.2,10.1,10.9,91.3,102.2,72.5,27.5,18.6,0,1,0.0,32,28,38,34
3243,Anton Lander,C,EDM,2011-12,56,375,629,37.4,-12.5,-25.6,-25.5,274,457,37.5,-13.3,6.8,89.6,96.4,44.5,55.5,10.6,149,195,43.3,32,12,15,14
3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,Beau Bennett,RW,PIT,2013-14,21,287,196,59.4,10.0,18.8,19.5,211,155,57.7,7.1,7.8,89.6,97.4,59.9,40.1,13.8,2,0,100.0,32,7,2,4
3246,Chris Minard,LW,PIT,2008-09,20,153,165,48.1,1.3,-3.8,-0.6,121,126,49.0,0.0,8.2,93.8,102.0,53.1,46.9,9.4,2,0,100.0,32,5,2,0
3247,Paul Stastny,C,STL,2015-16,64,1303,1094,54.4,5.3,10.2,11.2,999,808,55.3,7.2,10.9,90.2,101.1,53.6,46.4,19.2,684,536,56.1,32,40,20,7
3248,Cam Janssen,RW,NJD,2013-14,24,80,77,51.0,-3.6,1.5,-1.9,57,63,47.5,-5.9,12.2,96.0,108.2,57.4,42.6,4.9,0,0,,32,3,0,1
3249,Tomas Fleischmann,LW,FLA,2011-12,82,1590,1243,56.1,7.2,13.3,14.4,1209,952,55.9,6.5,10.3,90.1,100.4,67.4,32.6,19.1,14,13,51.9,32,33,56,40
3250,Ben Eager,LW,TOT,2007-08,32,105,158,39.9,-9.7,0.0,0.0,82,112,42.3,-8.5,5.6,84.6,90.2,52.3,47.7,,1,4,20.0,32,0,2,4
3251,Derek Roy,C,TOT,2014-15,72,1087,991,52.3,3.3,0.0,0.0,796,746,51.6,2.6,9.0,89.8,98.8,63.1,36.9,,407,494,45.2,32,43,42,34
3252,Thomas Vanek,LW,MIN,2014-15,80,1340,1046,56.2,6.6,13.6,14.6,1012,769,56.8,5.9,8.8,91.1,99.9,70.6,29.4,16.2,10,10,50.0,32,13,28,52
3253,Jay Pandolfo,LW,NJD,2009-10,52,443,676,39.6,-17.2,-19.3,-24.9,334,516,39.3,-18.6,6.0,89.9,95.9,31.6,68.4,13.9,5,7,41.7,32,27,18,6
3254,Justin Williams,RW,WSH,2015-16,82,1463,1165,55.7,6.2,13.1,13.7,1103,850,56.5,6.1,11.1,89.7,100.8,59.8,40.2,16.7,57,52,52.3,32,43,37,48
3255,Sergei Samsonov,LW,CAR,2008-09,81,1669,1179,58.6,7.3,21.0,19.4,1240,876,58.6,6.5,9.2,91.9,101.1,62.2,37.8,17.3,4,3,57.1,32,28,39,34
3256,Jay Pandolfo,LW,NJD,2007-08,54,588,900,39.5,-20.0,-20.1,-27.8,444,699,38.8,-21.0,9.4,92.6,102.0,37.4,62.6,17.3,3,4,42.9,32,32,21,12
3257,Eric Fehr,RW,WSH,2010-11,52,714,497,59.0,7.5,20.2,18.3,531,356,59.9,7.7,7.9,92.8,100.7,61.8,38.2,12.4,0,1,0.0,32,20,23,7
3258,Bryan Little,C,WPG,2012-13,48,981,919,51.6,0.0,3.9,2.2,725,679,51.6,0.2,10.7,90.2,100.9,48.1,51.9,19.8,431,411,51.2,32,19,29,11
3259,Peter Schaefer,LW,BOS,2007-08,63,802,741,52.0,3.5,3.9,5.4,601,601,50.0,2.2,9.9,93.3,103.2,50.2,49.8,14.7,3,4,42.9,32,16,15,13
3260,Aaron Palushaj,RW,COL,2012-13,25,264,264,50.0,4.5,0.0,4.9,202,202,50.0,3.4,8.9,90.1,99.0,51.4,48.6,11.3,2,6,25.0,32,13,8,5
3261,Mason Raymond,LW,VAN,2011-12,55,848,789,51.8,-0.7,4.1,1.2,613,607,50.2,-1.1,7.7,94.0,101.7,62.2,37.8,15.6,7,18,28.0,32,13,20,12
3262,Rich Peverley,C,TOT,2010-11,82,1527,1461,51.1,2.3,0.0,0.0,1131,1069,51.4,2.2,8.0,90.8,98.7,51.2,48.8,,643,512,55.7,32,40,60,22
3263,Derek Boogaard,LW,MIN,2007-08,34,90,121,42.7,-9.6,-14.2,-16.3,67,100,40.1,-11.5,2.0,91.9,93.9,66.7,33.3,3.8,0,0,,32,3,0,3
3264,Logan Couture,C,SJS,2012-13,48,1031,745,58.1,8.5,19.8,20.3,760,520,59.4,9.1,9.7,93.7,103.3,59.8,40.2,18.1,252,237,51.5,32,51,31,22
3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,Vladimir Tarasenko,RW,STL,2014-15,77,1554,1012,60.6,12.2,24.0,27.5,1158,727,61.4,11.7,11.8,91.6,103.5,67.7,32.3,17.6,0,3,0.0,32,18,35,19
3267,Carter Ashton,RW,TOR,2011-12,15,117,137,46.1,-2.3,-7.7,-6.0,81,110,42.4,-2.9,0.0,87.0,87.0,56.1,43.9,10.4,1,1,50.0,32,2,4,4
3268,Steve Pinizzotto,RW,EDM,2014-15,18,113,132,46.1,-3.4,-8.0,-7.0,79,95,45.4,-2.8,10.0,90.0,100.0,35.8,64.2,7.9,0,0,,32,2,2,1
3269,Shawn Horcoff,C,EDM,2010-11,47,805,824,49.4,3.9,-1.3,3.6,571,627,47.7,1.9,9.7,89.8,99.5,53.3,46.7,18.7,393,420,48.3,32,20,29,24
3270,Dan Sexton,RW,ANA,2009-10,41,560,433,56.4,7.6,13.8,14.8,442,338,56.7,8.2,9.1,88.9,98.0,63.8,36.2,13.5,0,1,0.0,32,12,15,14
3271,Tomas Plekanec,C,MTL,2007-08,81,1414,1296,52.2,5.0,4.8,8.2,1056,958,52.4,5.4,12.7,92.2,104.9,52.1,47.9,18.0,683,698,49.5,32,28,51,40
3272,Glen Metropolit,C,MTL,2009-10,69,888,824,51.9,4.2,4.1,6.8,651,610,51.6,3.1,8.8,93.2,102.0,51.3,48.7,13.6,327,334,49.5,32,29,18,13
3273,Ryan Johnson,C,VAN,2009-10,58,301,775,28.0,-28.2,-46.2,-53.5,239,559,29.9,-25.8,5.4,89.6,95.0,21.4,78.6,10.6,282,254,52.6,31,85,9,12
3274,Ryan Smyth,LW,COL,2007-08,55,1031,789,56.6,9.7,13.5,16.3,792,610,56.5,8.1,9.9,89.3,99.2,69.2,30.8,19.6,13,20,39.4,31,8,27,38
3275,Richard Park,RW,NYI,2008-09,71,986,1351,42.2,-7.7,-18.0,-17.8,732,1005,42.1,-8.5,9.1,89.1,98.2,34.4,65.6,17.2,396,413,48.9,31,49,53,29
3276,Eric O'Dell,C,WPG,2013-14,30,262,241,52.1,-1.2,4.3,1.0,189,177,51.6,-1.9,9.2,89.6,98.8,63.6,36.4,9.7,78,78,50.0,31,12,15,4
3277,Ryane Clowe,LW,SJS,2007-08,15,215,133,61.8,9.1,23.0,21.2,156,99,61.2,6.5,11.8,88.1,99.9,55.5,44.5,14.3,5,9,35.7,31,5,7,11
3278,Alexander Semin,LW,WSH,2011-12,77,1442,1060,57.6,13.3,17.7,23.8,1071,779,57.9,13.7,10.2,91.4,101.6,59.9,40.1,16.8,1,10,9.1,31,19,52,39
3279,Jordan Eberle,C,EDM,2012-13,48,957,751,56.0,15.0,13.6,23.3,740,562,56.8,15.9,10.2,89.8,100.0,61.8,38.2,19.0,8,11,42.1,31,16,28,32
3280,Henrik Zetterberg,LW,DET,2007-08,75,2033,1012,66.8,10.4,37.0,30.7,1596,795,66.8,10.1,10.7,88.8,99.5,60.3,39.7,22.1,666,543,55.1,31,16,53,59
3281,Tom Sestito,LW,CBJ,2010-11,9,76,71,51.7,5.0,3.5,7.4,55,51,51.9,4.4,10.5,82.9,93.4,65.3,34.7,9.5,1,0,100.0,31,3,1,2
3282,Kevin Westgarth,RW,LAK,2011-12,25,104,117,47.1,-6.5,-5.9,-10.4,79,87,47.6,-5.6,9.3,86.0,95.2,51.5,48.5,5.3,0,1,0.0,31,6,1,7
3283,Nicklas Backstrom,C,WSH,2012-13,48,987,836,54.1,8.0,9.5,13.8,718,620,53.7,7.3,14.0,90.5,104.5,56.1,43.9,19.9,432,408,51.4,31,35,33,26
3284,Saku Koivu,C,ANA,2012-13,47,711,717,49.8,2.2,-0.4,2.2,516,526,49.5,0.0,8.3,91.6,99.9,40.3,59.7,17.6,437,414,51.4,31,15,14,21
3285,Zach Hyman,C,TOR,2015-16,16,248,215,53.6,-1.2,7.9,0.2,178,164,52.0,-1.8,8.1,89.9,98.0,62.3,37.7,15.7,1,2,33.3,31,8,9,2
3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,Sean Couturier,C,PHI,2012-13,46,594,656,47.5,-1.3,-5.1,-3.6,450,470,48.9,-0.9,7.4,86.9,94.3,35.7,64.3,15.9,243,310,43.9,31,27,26,19
3288,Tim Brent,C,CAR,2012-13,30,300,237,55.9,3.5,12.9,9.9,222,182,55.0,3.0,5.0,89.1,94.0,50.9,49.1,9.8,124,116,51.7,31,15,3,3
3289,Zack Smith,C,OTT,2009-10,15,103,112,47.9,-4.0,-4.0,-5.8,75,85,46.9,-4.6,7.3,95.0,102.3,51.8,48.2,9.0,29,32,47.5,31,2,0,7
3290,Chuck Kobasew,RW,MIN,2010-11,63,541,707,43.3,-3.7,-13.4,-10.2,392,540,42.1,-5.0,7.8,92.8,100.6,41.0,59.0,11.8,6,7,46.2,31,20,17,13
3291,Jussi Jokinen,LW,TOT,2008-09,71,916,1036,46.9,-5.1,0.0,0.0,675,778,46.5,-5.3,8.7,91.1,99.8,45.2,54.8,,361,312,53.6,31,43,23,22
3292,Nick Bonino,C,VAN,2014-15,75,1164,1214,48.9,-0.9,-2.4,-2.0,869,870,50.0,-0.5,8.3,91.6,99.9,43.0,57.0,16.9,585,649,47.4,31,89,52,24
3293,Micheal Haley,C,NYI,2011-12,14,77,94,45.0,-2.4,-9.2,-6.0,56,64,46.7,-1.4,0.0,96.2,96.2,40.9,59.1,7.9,1,1,50.0,31,2,2,1
3294,Mike Cammalleri,LW,LAK,2007-08,63,1297,891,59.3,15.2,20.8,27.0,1012,710,58.8,15.0,9.9,88.8,98.7,65.6,34.4,18.6,206,173,54.4,31,14,15,54
3295,Sidney Crosby,C,PIT,2010-11,41,1121,688,62.0,12.4,28.9,29.4,827,522,61.3,11.9,13.2,91.2,104.4,58.4,41.6,21.9,546,435,55.7,31,23,15,29
3296,Loui Eriksson,LW,DAL,2009-10,82,1696,1584,51.7,1.8,4.2,4.3,1289,1220,51.4,0.6,11.4,89.2,100.6,61.5,38.5,19.5,4,7,36.4,31,48,46,33
3297,Sean Couturier,C,PHI,2015-16,63,1120,1027,52.2,-0.2,4.8,1.7,787,743,51.4,-1.2,9.8,91.6,101.4,43.5,56.5,18.6,537,568,48.6,31,30,27,29
3298,Joffrey Lupul,C,TOR,2012-13,16,250,252,49.8,3.1,-0.5,3.4,197,193,50.5,5.7,18.1,92.0,110.1,58.5,41.5,16.1,3,5,37.5,31,7,9,5
3299,Ryan Johnson,C,CHI,2010-11,34,261,359,42.1,-14.1,-16.7,-22.6,202,249,44.8,-12.5,7.4,90.3,97.7,27.7,72.3,10.4,197,115,63.1,31,34,6,5
3300,Markus Granlund,C,TOT,2015-16,47,502,620,44.7,-6.6,0.0,0.0,346,463,42.8,-9.0,10.2,90.7,101.0,52.9,47.1,,202,270,42.8,31,23,19,11
3301,Joffrey Lupul,C,ANA,2009-10,23,354,317,52.8,7.4,6.1,11.6,269,249,51.9,6.4,10.5,88.6,99.0,56.8,43.2,15.9,1,4,20.0,31,10,8,10
3302,Kris Versteeg,LW,CHI,2014-15,61,1060,787,57.4,4.8,16.9,11.3,772,609,55.9,4.2,8.7,93.2,101.9,71.7,28.3,15.8,15,33,31.3,31,22,31,24
3303,Erik Haula,C,MIN,2014-15,72,644,863,42.7,-10.1,-15.0,-21.2,503,625,44.6,-9.2,6.4,91.7,98.1,35.4,64.6,12.2,260,307,45.9,31,42,38,10
3304,Joonas Donskoi,RW,SJS,2015-16,76,1087,855,56.0,2.2,12.9,8.6,801,590,57.6,2.2,9.6,91.3,100.9,52.2,47.8,14.2,2,1,66.7,31,46,33,37
3305,Tyson Strachan,RW,FLA,2011-12,15,164,178,48.0,-3.7,-3.9,-6.5,118,128,48.0,-5.6,7.1,94.7,101.8,55.0,45.0,14.3,0,0,,31,21,3,3
3306,Boyd Gordon,C,EDM,2014-15,68,631,970,39.4,-12.4,-22.4,-26.5,471,673,41.2,-9.5,6.9,89.9,96.8,23.6,76.4,13.3,681,526,56.4,31,80,21,19
3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308,David Desharnais,C,MTL,2015-16,65,1074,827,56.5,4.4,14.3,11.9,778,610,56.1,3.4,7.7,91.7,99.5,60.7,39.3,16.0,391,412,48.7,31,25,27,22
3309,Tomas Kopecky,RW,FLA,2013-14,49,653,675,49.2,-2.0,-1.7,-2.8,489,502,49.3,-2.4,5.8,93.4,99.2,45.1,54.9,15.9,8,21,27.6,31,19,17,10
3310,Pavel Datsyuk,C,DET,2012-13,47,1046,648,61.7,12.1,25.2,25.5,774,493,61.1,10.7,12.9,91.5,104.4,54.8,45.2,20.2,488,399,55.0,31,30,56,38
